dt_referencia,seller_id,dt_ultima_venda,receita_total,qtde_venda,qtde_itens_total,qtde_itens_distintos_total,frete_total,receita_por_venda,qtde_itens_por_venda,frete_por_venda,frete_por_item,proporcao_ativacao,qtde_venda_futura,flag_churn
2017-06-01,cd06602b43d8800bd0afad514919d35c,2017-05-23 22:57:06,882.0,25,31,12,369.93,35.0,1,15.0,11.933225806451613,0.83,9,0
2017-06-01,cd68562d3f44870c08922d380acae552,2017-05-29 10:18:40,1950.0,12,12,9,164.51999999999998,163.0,1,14.0,13.709999999999999,0.33,38,0
2017-06-01,ce27a3cc3c8cc1ea79d11e561e9bebb6,2017-05-26 10:56:21,1453.0,25,29,12,376.81999999999994,58.0,1,15.0,12.993793103448274,0.67,63,0
2017-06-01,cf2384dd2f1dddea3f838efed0945e65,2017-05-19 09:11:06,650.0,5,5,4,117.13,130.0,1,23.0,23.426,0.5,5,0
2017-06-01,cfb1a033743668a192316f3c6d1d2671,2017-05-13 01:07:34,2774.0,34,44,17,889.5599999999998,81.0,1,26.0,20.217272727272725,0.67,22,0
2017-06-01,d03698c2efd04a549382afa6623e27fb,2017-05-19 09:41:53,833.0,3,4,2,85.72999999999999,277.0,1,29.0,21.432499999999997,0.5,4,0
2017-06-01,d05ae8f7a5bd1d2a690a44cd079e4e27,2017-05-26 21:17:51,2148.0,12,12,6,179.62999999999997,179.0,1,15.0,14.969166666666665,0.33,0,1
2017-06-01,d101c6da914ae3d53f7bee42283f2fe2,2017-05-30 09:27:49,852.0,9,9,2,143.85999999999999,95.0,1,16.0,15.984444444444442,0.17,0,1
2017-06-01,d12c926d74ceff0a90a21184466ce161,2017-05-23 00:13:28,939.0,19,19,14,246.27,49.0,1,13.0,12.961578947368421,0.83,18,0
2017-06-01,d1aa1ec0839dcab73a6161130eb1f94a,2017-04-19 10:20:51,120.0,1,1,1,16.14,120.0,1,16.0,16.14,0.17,0,1
2017-06-01,d1b65fc7debc3361ea86b5f14c68d2e2,2017-05-31 11:15:03,5556.0,12,13,11,526.37,463.0,1,44.0,40.49,0.5,11,0
2017-06-01,d1c281d3ae149232351cd8c8cc885f0d,2017-05-26 20:06:30,8365.0,71,80,37,1541.0300000000004,118.0,1,22.0,19.262875000000005,0.67,42,0
2017-06-01,d20b021d3efdf267a402c402a48ea64b,2017-05-17 11:27:13,1133.0,24,29,21,425.02,47.0,1,18.0,14.655862068965517,0.67,21,0
2017-06-01,d2374cbcbb3ca4ab1086534108cc3ab7,2017-05-31 21:45:32,3120.0,96,117,35,1583.5899999999988,32.0,1,16.0,13.534957264957255,0.67,108,0
2017-06-01,d2572f31e9023e9850ef986a636ff9bf,2017-03-25 12:28:48,279.0,1,1,1,26.69,279.0,1,27.0,26.69,0.17,0,1
2017-06-01,d354c38a7182125a748cb10474fe963b,2017-05-25 10:21:49,102.0,2,3,3,44.86,50.0,1,22.0,14.953333333333333,0.17,4,0
2017-06-01,d36b07fd3c5088e477a72d1fccfe29d4,2017-05-06 11:20:18,329.0,1,1,1,10.96,329.0,1,11.0,10.96,0.17,0,1
2017-06-01,d379f449f2a3b271bc01c0782020f705,2017-05-22 12:58:59,1445.0,7,7,7,215.0,206.0,1,31.0,30.714285714285715,0.83,2,0
2017-06-01,d4e4b5192cba4e0e66eb12a9d347239d,2017-04-06 15:04:18,132.0,4,4,4,69.19,33.0,1,17.0,17.2975,0.33,3,0
2017-06-01,d50d79cb34e38265a8649c383dcffd48,2017-05-29 22:38:17,3838.0,25,25,9,579.87,154.0,1,23.0,23.1948,0.83,28,0
2017-06-01,d5ba419e26d246a0719437cf37d9b46d,2017-05-05 18:30:01,72.0,1,2,1,30.22,72.0,2,30.0,15.11,0.17,0,1
2017-06-01,d624126b9206f595fb3fbb6ba03b28a8,2017-05-29 03:13:00,910.0,2,2,2,51.209999999999994,455.0,1,26.0,25.604999999999997,0.17,3,0
2017-06-01,d66c305afaec317ebee552073a674429,2017-05-19 18:41:40,4127.0,38,44,23,1108.9099999999999,109.0,1,29.0,25.202499999999997,0.67,0,1
2017-06-01,d6b664fa0667064c6d76394e7848d790,2017-05-10 13:19:56,1598.0,2,2,1,50.42,799.0,1,25.0,25.21,0.17,1,0
2017-06-01,d73cbd89533ce8b041a9190241453ac8,2017-03-28 07:23:16,149.0,2,2,2,36.730000000000004,74.0,1,18.0,18.365000000000002,0.17,2,0
2017-06-01,d91fb3b7d041e83b64a00a3edfb37e4f,2017-05-30 23:02:35,4390.0,30,30,20,645.0400000000001,146.0,1,22.0,21.501333333333335,0.5,108,0
2017-06-01,d93844a9c55ba7ce353388bcf849ea56,2017-05-29 18:49:51,620.0,3,4,4,161.78,207.0,1,54.0,40.445,0.5,3,0
2017-06-01,d9442042130b7fe579d1295f9f4a248f,2017-05-24 10:54:15,195.0,7,7,4,91.68,28.0,1,13.0,13.097142857142858,0.33,11,0
2017-06-01,d94ba08b99bedd6a5f6c875ecc4a6fac,2017-05-05 20:59:15,180.0,2,3,1,64.14999999999999,90.0,1,32.0,21.38333333333333,0.33,7,0
2017-06-01,d98eec89afa3380e14463da2aabaea72,2017-05-30 15:29:19,1290.0,32,39,16,717.7099999999998,40.0,1,22.0,18.402820512820508,0.83,26,0
2017-06-01,da8622b14eb17ae2831f4ac5b9dab84a,2017-05-31 19:07:38,13280.0,99,118,66,2089.6299999999997,134.0,1,21.0,17.70872881355932,0.67,100,0
2017-06-01,db1f0f7c7e5e87f40b62226f020bb297,2017-05-09 10:19:17,59.0,3,3,3,64.72,20.0,1,22.0,21.573333333333334,0.33,0,1
2017-06-01,db4350fd57ae30082dec7acbaacc17f9,2017-05-30 22:43:38,665.0,34,34,12,488.5,20.0,1,14.0,14.367647058823529,0.5,27,0
2017-06-01,db46ca7bce82b11f7e247539271fc390,2017-05-25 18:19:13,426.0,8,8,6,111.39,53.0,1,14.0,13.92375,0.5,8,0
2017-06-01,dbb9b48c841a0e39e21f98e1a6b2ec3e,2017-05-29 14:44:34,2587.0,40,43,23,534.16,65.0,1,13.0,12.422325581395349,0.83,21,0
2017-06-01,dbc22125167c298ef99da25668e1011f,2017-05-31 21:49:02,2556.0,28,29,19,537.0600000000001,91.0,1,19.0,18.519310344827588,0.33,137,0
2017-06-01,dc317f341ab0e22f39acbd9dbf9b4a1f,2017-03-16 22:45:18,1325.0,3,3,2,85.36,442.0,1,28.0,28.453333333333333,0.33,13,0
2017-06-01,dc4a0fc896dc34b0d5bfec8438291c80,2017-05-31 07:36:23,5680.0,52,58,50,1050.06,109.0,1,20.0,18.104482758620687,0.67,54,0
2017-06-01,dc8798cbf453b7e0f98745e396cc5616,2017-05-19 11:41:16,324.0,9,10,10,114.84000000000002,36.0,1,13.0,11.484000000000002,0.67,13,0
2017-06-01,dd2bdf855a9172734fbc3744021ae9b9,2017-05-30 17:11:37,3743.0,37,38,19,697.8100000000004,101.0,1,19.0,18.36342105263159,0.83,23,0
2017-06-01,dd39ad39b5d3df33037e141c72497ba6,2017-05-03 10:35:16,111.0,1,1,1,14.95,111.0,1,15.0,14.95,0.17,1,0
2017-06-01,dd533b429f380718b70ad9922c294bae,2017-05-20 18:34:35,560.0,12,12,4,309.04,47.0,1,26.0,25.753333333333334,0.5,12,0
2017-06-01,dd58ee93286b0821565574c570e9e1dc,2017-05-06 15:22:18,2948.0,2,2,2,75.31,1474.0,1,38.0,37.655,0.33,0,1
2017-06-01,dd7ddc04e1b6c2c614352b383efe2d36,2017-05-31 10:53:03,620.0,7,9,8,166.23999999999998,88.0,1,24.0,18.47111111111111,0.33,20,0
2017-06-01,dd8a29ce82d5c705ba932d81494600a5,2017-05-25 21:25:09,125.0,1,1,1,18.12,125.0,1,18.0,18.12,0.17,0,1
2017-06-01,ddd51ae8cda92f3995a51fc0f0f3eec7,2017-05-04 12:57:21,773.0,7,23,5,246.72000000000003,110.0,3,35.0,10.726956521739131,0.67,0,1
2017-06-01,de23c3b98a88888289c6f5cc1209054a,2017-05-10 20:47:02,720.0,2,2,2,30.1,360.0,1,15.0,15.05,0.17,10,0
2017-06-01,debe6615cd90cc0c2eac2b8988e1f628,2017-03-20 19:58:27,279.0,5,5,3,95.53,56.0,1,19.0,19.106,0.33,0,1
2017-06-01,df560393f3a51e74553ab94004ba5c87,2017-05-30 15:43:46,1417.0,12,12,6,206.70999999999998,118.0,1,17.0,17.22583333333333,0.83,5,0
2017-06-01,df683dfda87bf71ac3fc63063fba369d,2017-03-13 20:17:10,40.0,1,1,1,16.05,40.0,1,16.0,16.05,0.17,0,1
2017-06-01,e067ad2c1c0b48758eb1b5228bcf7a68,2017-05-29 20:47:13,523.0,9,10,7,145.23,58.0,1,16.0,14.523,0.67,5,0
2017-06-01,e21a1e8be4715b0fcfd5385643bc49c4,2017-05-26 16:13:17,160.0,5,5,5,134.37,32.0,1,27.0,26.874000000000002,0.17,8,0
2017-06-01,e24fc9fcd865784fb25705606fe3dfe7,2017-05-11 17:30:39,8391.0,24,27,18,526.5699999999998,350.0,1,22.0,19.502592592592585,0.83,8,0
2017-06-01,e26901d5ab434ce92fd9b5c256820a4e,2017-05-26 22:34:37,5912.0,118,130,12,1729.82,50.0,1,15.0,13.306307692307692,0.83,81,0
2017-06-01,e2a1ac9bf33e5549a2a4f834e70df2f8,2017-03-27 11:26:48,9000.0,3,3,1,110.89,3000.0,1,37.0,36.96333333333333,0.17,2,0
2017-06-01,e2aee0892199b1d92530e371abd825bf,2017-05-31 18:46:48,1289.0,12,12,8,651.3100000000001,107.0,1,54.0,54.27583333333334,0.67,11,0
2017-06-01,e48b04bf1aa1ef711caebeb7aede6180,2017-05-08 10:39:19,958.0,7,7,2,185.77,137.0,1,27.0,26.53857142857143,0.83,4,0
2017-06-01,e48cc16ab70bfa09e1401740dce0b3d7,2017-05-30 18:54:05,100.0,2,2,1,32.22,50.0,1,16.0,16.11,0.17,1,0
2017-06-01,e49c26c3edfa46d227d5121a6b6e4d37,2017-05-27 19:20:24,713.0,9,10,9,266.42,79.0,1,30.0,26.642000000000003,0.5,11,0
2017-06-01,e4fc40017a6d22c46a14ac2e17f87c3e,2017-05-30 15:55:30,129.0,1,1,1,41.29,129.0,1,41.0,41.29,0.17,2,0
2017-06-01,e5a3438891c0bfdb9394643f95273d8e,2017-05-29 18:08:51,160.0,4,4,3,62.260000000000005,40.0,1,16.0,15.565000000000001,0.17,21,0
2017-06-01,e5a38146df062edaf55c38afa99e42dc,2017-05-31 20:00:34,3399.0,38,39,19,578.38,89.0,1,15.0,14.83025641025641,0.83,8,0
2017-06-01,e5def42655b7490edac5a56fe8e9e603,2017-03-28 21:56:39,130.0,1,1,1,11.52,130.0,1,12.0,11.52,0.17,0,1
2017-06-01,e5e33c0d8e7e002f398f5dc4cbbb338f,2017-04-19 13:03:56,119.0,2,2,2,25.68,59.0,1,13.0,12.84,0.33,2,0
2017-06-01,e603cf3fec55f8697c9059638d6c8eb5,2017-04-03 17:54:02,270.0,7,10,1,172.99000000000004,39.0,1,25.0,17.299000000000003,0.5,1,0
2017-06-01,e627629ba868740e287800f1a9be81c2,2017-05-29 08:19:41,249.0,7,7,7,76.58000000000001,36.0,1,11.0,10.940000000000001,0.5,5,0
2017-06-01,e7df4cd29ab5abab70fb0783ddb53987,2017-04-19 16:01:21,1068.0,2,2,2,35.0,534.0,1,18.0,17.5,0.33,7,0
2017-06-01,e7f3bf1ecd8526eb7f3b18059e6716e5,2017-05-12 22:22:02,1066.0,13,13,9,194.18,82.0,1,15.0,14.936923076923078,0.67,2,0
2017-06-01,e81e1f9c3e762e620f3fb60a51499e16,2017-05-22 21:19:41,756.0,2,3,1,79.98,378.0,1,40.0,26.66,0.17,0,1
2017-06-01,e83c76265fc54bf41eac728805e4da77,2017-05-08 09:08:43,238.0,8,8,3,99.19000000000003,30.0,1,12.0,12.398750000000003,0.67,0,1
2017-06-01,e83e93b71371817b11d78a63ff156aee,2017-04-09 15:32:33,286.0,2,3,2,87.38000000000001,143.0,1,44.0,29.12666666666667,0.33,0,1
2017-06-01,e88c9b79e592e370d6bd852eeefbf057,2017-05-24 15:55:43,86.0,3,4,2,65.53,29.0,1,22.0,16.3825,0.17,5,0
2017-06-01,e8f6dc8e6a1dcde89d20e3995c8d90b3,2017-05-15 17:04:10,540.0,11,13,8,358.94,49.0,1,33.0,27.61076923076923,0.5,5,0
2017-06-01,e908c0f3646e8b60375734a350d95d71,2017-04-05 16:12:50,2951.0,1,1,1,58.53,2951.0,1,59.0,58.53,0.17,0,1
2017-06-01,e9779976487b77c6d4ac45f75ec7afe9,2017-05-31 12:41:01,2786.0,38,43,15,553.15,73.0,1,15.0,12.863953488372092,0.5,65,0
2017-06-01,e99e927c81e3f51739c94fcdfca9f10f,2017-05-16 17:50:16,450.0,5,6,3,101.78,90.0,1,20.0,16.963333333333335,0.67,7,0
2017-06-01,e9bc59e7b60fc3063eb2290deda4cced,2017-05-30 18:02:17,4995.0,18,26,7,421.00000000000006,277.0,1,23.0,16.192307692307693,0.5,36,0
2017-06-01,e9d99831abad74458942f21e16f33f92,2017-05-31 22:00:11,1533.0,28,40,15,502.16,55.0,1,18.0,12.554,0.83,24,0
2017-06-01,ea6b12bf9ffe2bac34602ec631d97a47,2017-05-30 22:15:57,1049.0,9,9,6,154.89,116.0,1,17.0,17.209999999999997,0.5,0,1
2017-06-01,eb3071b9f0b0ddaa2df5ea130f09f26b,2017-05-15 09:47:25,2680.0,3,5,2,214.46,893.0,1,71.0,42.892,0.33,1,0
2017-06-01,eba88037e1dca898cd02881f67ced679,2017-04-26 14:18:33,165.0,1,1,1,15.92,165.0,1,16.0,15.92,0.17,1,0
2017-06-01,ebd1417732defaf66c50b5a800eb293e,2017-03-28 09:40:41,309.0,1,1,1,16.33,309.0,1,16.0,16.33,0.17,0,1
2017-06-01,ebd2d60905fb58271facef5596b620d3,2017-05-30 14:36:44,3072.0,30,30,17,559.4499999999999,102.0,1,19.0,18.64833333333333,0.67,19,0
2017-06-01,ebef8d8c92b4fd3226e5d407bbff21ac,2017-03-13 22:19:52,254.0,3,3,3,48.36,85.0,1,16.0,16.12,0.5,0,1
2017-06-01,ec4608a1f76453166bb312b2968aeaf4,2017-05-23 13:51:12,407.0,8,13,4,397.05999999999995,51.0,1,50.0,30.543076923076917,0.5,5,0
2017-06-01,ec8879960bd2221d5c32f8e12f7da711,2017-05-16 22:35:38,175.0,1,1,1,27.54,175.0,1,28.0,27.54,0.17,6,0
2017-06-01,ed4acab38528488b65a9a9c603ff024a,2017-05-24 16:36:33,2462.0,4,4,4,81.28,615.0,1,20.0,20.32,0.5,3,0
2017-06-01,ed9eef5be0992d413d251fadba1a410d,2017-03-17 10:30:06,405.0,3,9,5,143.23999999999998,135.0,3,48.0,15.915555555555553,0.5,0,1
2017-06-01,edb65fe661681b1c0de8bd47c8655855,2017-04-26 12:37:33,69.0,1,1,1,15.24,69.0,1,15.0,15.24,0.17,0,1
2017-06-01,edf96ef93ed595084bbcbd9224bd2894,2017-05-31 20:57:49,1037.0,11,11,5,235.85000000000002,94.0,1,21.0,21.44090909090909,0.67,4,0
2017-06-01,ee27a8f15b1dded4d213a468ba4eb391,2017-05-24 18:14:34,6499.0,1,1,1,227.66,6499.0,1,228.0,227.66,0.17,0,1
2017-06-01,eeb6de78f79159600292e314a77cbd18,2017-05-25 22:18:31,9898.0,29,29,14,654.02,341.0,1,23.0,22.552413793103447,0.67,19,0
2017-06-01,eebb3372362aa9a46975164bed19a7e7,2017-05-09 20:50:26,296.0,4,4,2,58.65,74.0,1,15.0,14.6625,0.5,0,1
2017-06-01,eec3469d83e142f9a104886655338c37,2017-03-28 08:49:17,51.0,2,2,2,21.92,25.0,1,11.0,10.96,0.33,0,1
2017-06-01,ef506c96320abeedfb894c34db06f478,2017-05-31 22:33:11,3486.0,110,117,36,1947.3699999999994,32.0,1,18.0,16.64418803418803,0.83,56,0
2017-06-01,ef9952469137ff190bacafe117f51537,2017-05-30 15:57:13,1002.0,5,5,2,83.94,201.0,1,17.0,16.788,0.5,0,1
2017-06-01,efcd8d2104f1a05d028af7bad20d974b,2017-05-18 20:51:06,260.0,3,4,4,56.68,87.0,1,19.0,14.17,0.33,9,0
2017-06-01,f00e21b1e91a79653163b7fd8f293ff1,2017-05-27 21:17:02,1404.0,11,11,10,172.39999999999998,128.0,1,16.0,15.67272727272727,0.5,9,0
2017-06-01,f00f5b35d0abcacbdd863672f4bb2c1a,2017-05-27 14:15:33,299.0,1,1,1,14.43,299.0,1,14.0,14.43,0.17,0,1
2017-06-01,f021c962aaba8ef6eb527a9c2c8394d1,2017-05-22 23:21:58,3169.0,3,3,3,76.07,1056.0,1,25.0,25.356666666666666,0.17,2,0
2017-06-01,f0e103c63864d5405b958d984b6e94c9,2017-05-23 15:55:34,373.0,4,4,3,59.87,93.0,1,15.0,14.9675,0.33,7,0
2017-06-01,f181738b150df1f37cb0bd72e705b193,2017-05-22 17:20:34,438.0,2,2,1,48.14,219.0,1,24.0,24.07,0.17,3,0
2017-06-01,f1c1ac3f3efc07e659c035008e615e66,2017-04-02 00:18:00,2095.0,2,5,2,144.32,1048.0,2,72.0,28.863999999999997,0.33,0,1
2017-06-01,f1ce5fdecd64935c28b9ff932751d0dc,2017-03-25 21:48:06,79.0,1,1,1,14.72,79.0,1,15.0,14.72,0.17,1,0
2017-06-01,f1ed6bd0a9b11b581f16c851c6a5a527,2017-04-30 23:09:35,322.0,4,4,3,98.09,80.0,1,25.0,24.5225,0.33,5,0
2017-06-01,f25e239052084705e17a982bc600ab2a,2017-05-06 12:28:42,3296.0,2,2,2,133.26999999999998,1648.0,1,67.0,66.63499999999999,0.33,0,1
2017-06-01,f35becee938e982bd615edf8ef12bcfb,2017-05-10 00:19:05,142.0,5,5,4,66.37,28.0,1,13.0,13.274000000000001,0.5,1,0
2017-06-01,f3b80352b986ab4d1057a4b724be19d0,2017-05-07 18:52:33,1076.0,5,5,2,144.23,215.0,1,29.0,28.845999999999997,0.67,17,0
2017-06-01,f41ce2e25237f9092cd8e6e7516c7a2f,2017-05-18 14:15:54,251.0,4,4,4,39.410000000000004,63.0,1,10.0,9.852500000000001,0.5,9,0
2017-06-01,f435898e493ba0356019a0b1cb8b55b1,2017-05-26 00:47:37,125.0,4,5,1,108.99,31.0,1,27.0,21.798,0.33,0,1
2017-06-01,f45122a9ab94eb4f3f8953578bc0c560,2017-05-31 12:45:31,9139.0,64,67,32,1182.5200000000002,143.0,1,18.0,17.649552238805974,0.67,31,0
2017-06-01,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-31 13:23:12,2178.0,80,87,11,1187.1099999999997,27.0,1,15.0,13.644942528735628,0.83,28,0
2017-06-01,f4c4daa86e30c7e5a553a8d518ac03a5,2017-04-28 14:19:11,1318.0,3,3,3,49.709999999999994,439.0,1,17.0,16.569999999999997,0.33,7,0
2017-06-01,f4db9b37944bcb8873e6b456ee190bbf,2017-04-23 11:33:03,340.0,2,2,1,51.5,170.0,1,26.0,25.75,0.17,8,0
2017-06-01,f5a590cf36251cf1162ea35bef76fe84,2017-04-03 14:04:19,2254.0,2,2,2,160.98999999999998,1127.0,1,80.0,80.49499999999999,0.33,12,0
2017-06-01,f5f2ab9bdb6b30c14c61be68c5ed37da,2017-05-26 17:46:01,522.0,4,4,3,66.65,130.0,1,17.0,16.6625,0.33,7,0
2017-06-01,f5fea3ffed6c2e889bab72705557c63a,2017-04-18 23:53:54,345.0,1,1,1,123.8,345.0,1,124.0,123.8,0.17,0,1
2017-06-01,f63d8f293af3a6454377546bd9dd19ff,2017-05-14 14:59:05,88.0,1,2,1,32.22,88.0,2,32.0,16.11,0.17,8,0
2017-06-01,f67efa3f0b6761102a7f8c6b7b571f5d,2017-05-21 12:48:27,1556.0,12,12,4,254.01999999999998,130.0,1,21.0,21.168333333333333,0.83,15,0
2017-06-01,f7496d659ca9fdaf323c0aae84176632,2017-05-23 16:25:28,630.0,4,4,4,110.87,157.0,1,28.0,27.7175,0.67,2,0
2017-06-01,f7720c4fa8e3aba4546301ab80ea1f1b,2017-05-30 20:44:31,110.0,4,4,4,67.24,27.0,1,17.0,16.81,0.5,3,0
2017-06-01,f789d2c4f2c2eb38fc4373e7a4b35264,2017-04-04 22:29:47,60.0,1,1,1,16.12,60.0,1,16.0,16.12,0.17,8,0
2017-06-01,f80edd2c5aaa505cc4b0a3b219abf4b8,2017-05-25 22:28:36,931.0,16,19,4,554.6800000000001,58.0,1,35.0,29.193684210526317,0.33,6,0
2017-06-01,f84a00e60c73a49e7e851c9bdca3a5bb,2017-05-31 18:30:03,515.0,6,6,3,118.25999999999999,86.0,1,20.0,19.709999999999997,0.5,7,0
2017-06-01,f8d5c7085db9a4ad2b8c1ffbeb2798c8,2017-05-25 10:11:14,86.0,2,2,2,31.35,43.0,1,16.0,15.675,0.33,2,0
2017-06-01,f8db351d8c4c4c22c6835c19a46f01b0,2017-05-31 12:52:56,12826.0,150,168,52,2748.65,85.0,1,18.0,16.361011904761906,0.83,161,0
2017-06-01,f9244d45189d3a3605499abddeade7d5,2017-05-16 20:09:16,3682.0,5,5,4,211.73999999999998,736.0,1,42.0,42.348,0.67,4,0
2017-06-01,f9bbdd976532d50b7816d285a22bd01e,2017-05-25 23:22:43,179.0,1,1,1,15.0,179.0,1,15.0,15.0,0.17,0,1
2017-06-01,fa14641f57b655e933124a9ea49cd7a5,2017-05-19 18:42:14,45.0,1,1,1,8.72,45.0,1,9.0,8.72,0.17,4,0
2017-06-01,fa1a9dec3a9940c072684a46728bf1fc,2017-05-17 23:58:42,1221.0,10,11,9,187.86,122.0,1,19.0,17.078181818181818,0.67,10,0
2017-06-01,fa1c13f2614d7b5c4749cbc52fecda94,2017-05-31 21:55:40,22056.0,60,60,48,954.1099999999998,368.0,1,16.0,15.90183333333333,0.83,55,0
2017-06-01,fa40cc5b934574b62717c68f3d678b6d,2017-05-31 21:21:27,4803.0,92,101,11,1480.8899999999999,52.0,1,16.0,14.662277227722772,0.83,77,0
2017-06-01,fb503a924a0b9db19d83dd0ac6dbef8c,2017-05-16 00:48:59,14.0,1,1,1,17.92,14.0,1,18.0,17.92,0.17,0,1
2017-06-01,fc38b5dceee1a730fad8853453437fbd,2017-04-05 08:23:43,42.0,1,1,1,14.52,42.0,1,15.0,14.52,0.17,1,0
2017-06-01,fc906263ca5083d09dce42fe02247800,2017-05-30 23:24:11,1196.0,28,30,7,474.15000000000026,43.0,1,17.0,15.805000000000009,0.33,51,0
2017-06-01,fd312b6bf05efac6c3772d5b52205d8a,2017-03-29 17:44:04,59.0,1,2,2,21.92,59.0,2,22.0,10.96,0.17,1,0
2017-06-01,fe1bbc5feda5c8979a8a1b3b2512d5a6,2017-05-16 15:42:43,695.0,8,9,6,122.42999999999999,87.0,1,15.0,13.603333333333332,0.67,1,0
2017-06-01,fe2032dab1a61af8794248c8196565c9,2017-05-29 14:42:26,8232.0,41,45,12,676.3100000000001,201.0,1,16.0,15.029111111111112,0.5,68,0
2017-06-01,fe4cd9461203cee790d36792420b310f,2017-05-09 13:02:10,274.0,2,2,2,38.81,137.0,1,19.0,19.405,0.33,0,1
2017-06-01,febab0275244b9a49a623f0bd613ca2f,2017-05-29 15:36:07,1417.0,23,27,10,409.4100000000001,61.0,1,18.0,15.163333333333336,0.67,20,0
2017-06-01,ff063b022a9a0aab91bad2c9088760b7,2017-04-14 12:14:23,1230.0,4,4,2,161.32,307.0,1,40.0,40.33,0.5,5,0
2017-06-01,ff314fa6033cc68ec451c47aee2d6ba4,2017-05-19 16:09:06,538.0,2,2,2,32.44,269.0,1,16.0,16.22,0.33,0,1
2017-06-01,ff4ea69c2a729e83e63c7579e4ef8170,2017-05-22 18:54:48,6368.0,8,8,3,159.82000000000002,796.0,1,20.0,19.977500000000003,0.67,1,0
2017-06-01,ffdd9f82b9a447f6f8d4b91554cc7dd3,2017-05-21 11:28:53,306.0,2,2,2,115.94,153.0,1,58.0,57.97,0.33,1,0
2017-07-01,001cca7ae9ae17fb1caed9dfb1094831,2017-06-30 13:36:08,9343.0,73,91,7,2766.81,128.0,1,38.0,30.404505494505493,0.83,44,0
2017-07-01,004c9cd9d87a3c30c522c48c4fc07416,2017-06-28 19:31:07,7018.0,47,55,41,1021.3899999999999,149.0,1,22.0,18.57072727272727,1.0,47,0
2017-07-01,014c0679dd340a0e338872e7ec85666a,2017-05-25 09:46:06,1408.0,4,4,2,108.1,352.0,1,27.0,27.025,0.67,1,0
2017-07-01,01c97ebb5cdac52891c0ed1c37ba0012,2017-04-23 08:25:35,58.0,2,2,1,34.02,29.0,1,17.0,17.01,0.17,2,0
2017-07-01,01cf7e3d21494c41fb86034f2e714fa1,2017-06-30 11:27:34,5350.0,34,36,14,977.0500000000001,157.0,1,29.0,27.14027777777778,1.0,19,0
2017-07-01,01fdefa7697d26ad920e9e0346d4bd1b,2017-06-27 22:15:26,779.0,10,10,6,177.34,78.0,1,18.0,17.734,0.5,24,0
2017-07-01,02d35243ea2e497335cd0f076b45675d,2017-06-27 13:41:32,747.0,2,3,1,71.31,374.0,1,36.0,23.77,0.33,6,0
2017-07-01,02ecc2a19303f05e59ce133fd923fff7,2017-06-18 18:04:34,150.0,1,1,1,17.3,150.0,1,17.0,17.3,0.17,2,0
2017-07-01,0307f7565ff85b299b6e5ef162b1b1a9,2017-05-25 07:49:44,4695.0,5,5,5,246.02999999999997,939.0,1,49.0,49.205999999999996,0.5,0,1
2017-07-01,0432ead42b6c8a0bdf68154add917fdf,2017-06-29 11:49:19,3237.0,30,35,19,450.72999999999996,108.0,1,15.0,12.877999999999998,0.5,20,0
2017-07-01,048c2757535328e0d7dac690ad3c0aae,2017-05-28 12:14:35,1632.0,9,9,6,180.14,181.0,1,20.0,20.015555555555554,0.5,6,0
2017-07-01,04aa0a1c5ce6b222003403a3e11c3cc0,2017-05-27 10:44:41,2312.0,4,7,4,299.0,578.0,1,75.0,42.714285714285715,0.5,6,0
2017-07-01,04aba03279157f6d4e0fe8ccaf21963c,2017-05-17 15:44:53,286.0,2,2,2,31.5,143.0,1,16.0,15.75,0.17,1,0
2017-07-01,0509040ea3fe50071181bbc359eb7738,2017-06-29 17:55:41,409.0,8,9,5,150.73999999999998,51.0,1,19.0,16.748888888888885,0.33,12,0
2017-07-01,054694fa03fe82cec4b7551487331d74,2017-06-25 11:24:35,5490.0,13,14,10,413.71,422.0,1,32.0,29.550714285714285,1.0,2,0
2017-07-01,05ff92fedb5be47920fea08e501238b9,2017-06-30 10:35:12,8325.0,20,22,9,602.77,416.0,1,30.0,27.398636363636363,0.83,9,0
2017-07-01,062ce95fa2ad4dfaedfc79260130565f,2017-06-28 22:39:04,5925.0,43,48,12,962.8999999999999,138.0,1,22.0,20.060416666666665,1.0,12,0
2017-07-01,06532f10282704ef4c69168b914b77be,2017-06-26 13:06:15,7445.0,5,5,4,422.01,1489.0,1,84.0,84.402,0.5,2,0
2017-07-01,066a6914e1ebf3ea95a216c73a986b91,2017-06-29 11:52:53,5590.0,33,35,23,806.92,169.0,1,24.0,23.05485714285714,1.0,4,0
2017-07-01,06e5eefc71ec47ae763c5c6f8db7064f,2017-05-29 16:16:50,422.0,3,3,3,80.11000000000001,141.0,1,27.0,26.703333333333337,0.33,7,0
2017-07-01,07017df32dc5f2f1d2801e579548d620,2017-05-05 18:46:30,798.0,7,8,2,157.99,114.0,1,23.0,19.74875,0.33,0,1
2017-07-01,0725b8c0f3f906e58f70cbe76b7c748c,2017-04-08 18:03:40,964.0,6,15,4,221.81,160.0,2,37.0,14.787333333333333,0.67,0,1
2017-07-01,0747d5bb69f0586cc869d8af4c50f93e,2017-06-03 00:20:47,251.0,10,11,9,150.87,25.0,1,15.0,13.715454545454547,0.83,0,1
